decision_date,aapl_intraday_return,contextual_prior_intraday_percentile,contextual_spy_return_10,contextual_qqq_return_10,contextual_ready,contextual_raw_signal,contextual_virtual_signal,contextual_virtual_signal_blocked,contextual_virtual_signal_pending_stage_outcome,weak_trend_prior_intraday_percentile,weak_trend_spy_return_20,weak_trend_qqq_return_20,weak_trend_aapl_sma_20,weak_trend_ready,weak_trend_raw_signal,weak_trend_virtual_signal,weak_trend_virtual_signal_blocked,weak_trend_virtual_signal_pending_stage_outcome,unfiltered_union_candidate_signal,unfiltered_union_signal,unfiltered_union_signal_blocked,unfiltered_union_signal_pending_stage_outcome,stage_outcome_available,always_long_target_exposure,unfiltered_contextual_target_exposure,unfiltered_weak_trend_target_exposure,unfiltered_union_target_exposure,aapl_intraday_rank_126,feature_intercept,feature_weak_only,feature_expert_overlap,feature_tail_strength,feature_market_sentiment_10,feature_market_sentiment_20,feature_aapl_trend,union_candidate_signal,shadow_canonical_union_signal,canonical_union_cash_signal,shadow_matures_on_close,shadow_matured_now,shadow_signal_close,shadow_label_10bps,shadow_lesson_added_now,shadow_pending,n_raw,n_eff,wins,label_sum,squared_label_sum,model_mu,model_se,model_upper,model_ready,model_veto_prediction,veto,state_A_0_0,state_A_0_1,state_A_0_2,state_A_0_3,state_A_0_4,state_A_0_5,state_A_0_6,state_b_0,model_beta_0,state_A_1_1,state_A_1_2,state_A_1_3,state_A_1_4,state_A_1_5,state_A_1_6,state_b_1,model_beta_1,state_A_2_2,state_A_2_3,state_A_2_4,state_A_2_5,state_A_2_6,state_b_2,model_beta_2,state_A_3_3,state_A_3_4,state_A_3_5,state_A_3_6,state_b_3,model_beta_3,state_A_4_4,state_A_4_5,state_A_4_6,state_b_4,model_beta_4,state_A_5_5,state_A_5_6,state_b_5,model_beta_5,state_A_6_6,state_b_6,model_beta_6,learner_cash_signal,target_exposure
2005-09-28,-0.037497436225137237,0.021852651373675203,-0.0082952144037296005,-0.01276157076705331,True,False,False,False,False,0.027585132175609123,0.0094008421458409153,0.0015534778097459068,1.5151068687438964,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.03968253968253968,1,0,0,0,-0.10528392585391455,0.036514399851956078,0.092371949299325795,False,False,False,,False,,,False,False,49,43.555264910825706,28,0.3522339547285725,0.064594437983790221,,,,True,False,False,29722.040569266064,1161.5593568908669,5913.1078277935212,12733.077090510291,-11640.098269031858,-10661.996630788784,165.64387926485486,197.14678917519109,,3661.5593568908666,0,619.5127166030145,737.34790216381123,-408.14444042424748,-177.23241627103212,-12.91851963348803,,8413.1078277935158,3674.5121779360238,-3910.3052507706734,-3592.2468544327735,-3868.0972901646714,81.560736327140475,,11094.446435156595,-4916.5169560702325,-4853.7423413149454,1049.1950801351231,147.39163367183087,,11629.693881214058,6685.5838052778054,1871.9667138254731,-39.159042276699687,,10627.398289448118,2111.006166960703,-22.376425686185961,,11833.048754860034,12.313298442429138,,False,1
2005-09-29,0.021667030011027988,0.021852651373675203,0.00026114219607009659,0.0010214469553173622,True,False,False,False,False,0.027585132175609123,0.0049123901273422366,0.0056442471106967762,1.5232642650604249,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.89682539682539686,1,0,0,0,0.0064129457569372939,0.035188790793463376,0.28593934099640173,False,False,False,,False,,,False,False,49,43.555264910825706,28,0.3522339547285725,0.064594437983790221,,,,True,False,False,29722.040569266064,1161.5593568908669,5913.1078277935212,12733.077090510291,-11640.098269031858,-10661.996630788784,165.64387926485486,197.14678917519109,,3661.5593568908666,0,619.5127166030145,737.34790216381123,-408.14444042424748,-177.23241627103212,-12.91851963348803,,8413.1078277935158,3674.5121779360238,-3910.3052507706734,-3592.2468544327735,-3868.0972901646714,81.560736327140475,,11094.446435156595,-4916.5169560702325,-4853.7423413149454,1049.1950801351231,147.39163367183087,,11629.693881214058,6685.5838052778054,1871.9667138254731,-39.159042276699687,,10627.398289448118,2111.006166960703,-22.376425686185961,,11833.048754860034,12.313298442429138,,False,1
2005-09-30,0.024460008931149524,0.021971910139728879,-0.0037251395457641445,0.0015228376200222549,True,False,False,False,False,0.027585132175609123,0.0087655885698167957,0.013874684956524552,1.534265512228012,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.90476190476190477,1,0,0,0.04761904761904745,-0.011011509628709448,0.075467578421137826,0.45997658207008074,False,False,False,,False,,,False,False,49,43.555264910825706,28,0.3522339547285725,0.064594437983790221,,,,True,False,False,29722.040569266064,1161.5593568908669,5913.1078277935212,12733.077090510291,-11640.098269031858,-10661.996630788784,165.64387926485486,197.14678917519109,,3661.5593568908666,0,619.5127166030145,737.34790216381123,-408.14444042424748,-177.23241627103212,-12.91851963348803,,8413.1078277935158,3674.5121779360238,-3910.3052507706734,-3592.2468544327735,-3868.0972901646714,81.560736327140475,,11094.446435156595,-4916.5169560702325,-4853.7423413149454,1049.1950801351231,147.39163367183087,,11629.693881214058,6685.5838052778054,1871.9667138254731,-39.159042276699687,,10627.398289448118,2111.006166960703,-22.376425686185961,,11833.048754860034,12.313298442429138,,False,1
2005-10-03,0.0051698613709740826,0.023368399599789647,-0.0039803804918524532,0.012023727365794157,True,False,False,False,False,0.027585132175609123,0.0069674606277054796,0.020376983022318829,1.5465689957141877,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.57936507936507942,1,0,0,0,0.040216734369708518,0.091148145500081032,0.53742141214188743,False,False,False,,False,,,False,False,49,43.555264910825706,28,0.3522339547285725,0.064594437983790221,,,,True,False,False,29722.040569266064,1161.5593568908669,5913.1078277935212,12733.077090510291,-11640.098269031858,-10661.996630788784,165.64387926485486,197.14678917519109,,3661.5593568908666,0,619.5127166030145,737.34790216381123,-408.14444042424748,-177.23241627103212,-12.91851963348803,,8413.1078277935158,3674.5121779360238,-3910.3052507706734,-3592.2468544327735,-3868.0972901646714,81.560736327140475,,11094.446435156595,-4916.5169560702325,-4853.7423413149454,1049.1950801351231,147.39163367183087,,11629.693881214058,6685.5838052778054,1871.9667138254731,-39.159042276699687,,10627.398289448118,2111.006166960703,-22.376425686185961,,11833.048754860034,12.313298442429138,,False,1
2005-10-04,-0.021837927239265253,0.023368399599789647,-0.0068008017243974539,0.0095036304084423762,True,False,False,False,False,0.027585132175609123,-0.015877165587386832,-0.0010171150814204388,1.553978019952774,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.11904761904761904,1,0,0,0,0.013514143420224611,-0.056314268896024242,0.35425954029846718,False,False,False,,False,,,False,False,49,43.555264910825706,28,0.3522339547285725,0.064594437983790221,,,,True,False,False,29722.040569266064,1161.5593568908669,5913.1078277935212,12733.077090510291,-11640.098269031858,-10661.996630788784,165.64387926485486,197.14678917519109,,3661.5593568908666,0,619.5127166030145,737.34790216381123,-408.14444042424748,-177.23241627103212,-12.91851963348803,,8413.1078277935158,3674.5121779360238,-3910.3052507706734,-3592.2468544327735,-3868.0972901646714,81.560736327140475,,11094.446435156595,-4916.5169560702325,-4853.7423413149454,1049.1950801351231,147.39163367183087,,11629.693881214058,6685.5838052778054,1871.9667138254731,-39.159042276699687,,10627.398289448118,2111.006166960703,-22.376425686185961,,11833.048754860034,12.313298442429138,,False,1
2005-10-05,-0.028529275917137498,0.023368399599789647,-0.01058625662870849,0.0067535744997979652,True,False,False,False,False,0.027585132175609123,-0.030431498846371308,-0.016493107834498977,1.5601148009300232,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.079365079365079361,1,0,0,0,-0.019163410644552625,-0.15641535560290096,0.12740663266064489,False,False,False,,False,,,False,False,49,43.555264910825706,28,0.3522339547285725,0.064594437983790221,,,,True,False,False,29722.040569266064,1161.5593568908669,5913.1078277935212,12733.077090510291,-11640.098269031858,-10661.996630788784,165.64387926485486,197.14678917519109,,3661.5593568908666,0,619.5127166030145,737.34790216381123,-408.14444042424748,-177.23241627103212,-12.91851963348803,,8413.1078277935158,3674.5121779360238,-3910.3052507706734,-3592.2468544327735,-3868.0972901646714,81.560736327140475,,11094.446435156595,-4916.5169560702325,-4853.7423413149454,1049.1950801351231,147.39163367183087,,11629.693881214058,6685.5838052778054,1871.9667138254731,-39.159042276699687,,10627.398289448118,2111.006166960703,-22.376425686185961,,11833.048754860034,12.313298442429138,,False,1
2005-10-06,-0.028195256034891925,0.021971910139728879,-0.017636225340200373,-0.010092445413860229,True,False,False,False,False,0.025423000581616201,-0.030709634056621748,-0.029187721050428328,1.5629885971546174,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.095238095238095233,1,0,0,0,-0.13864335377030301,-0.19965785035683359,-0.098063245626702766,False,False,False,,False,,,False,False,49,43.555264910825706,28,0.3522339547285725,0.064594437983790221,,,,True,False,False,29722.040569266064,1161.5593568908669,5913.1078277935212,12733.077090510291,-11640.098269031858,-10661.996630788784,165.64387926485486,197.14678917519109,,3661.5593568908666,0,619.5127166030145,737.34790216381123,-408.14444042424748,-177.23241627103212,-12.91851963348803,,8413.1078277935158,3674.5121779360238,-3910.3052507706734,-3592.2468544327735,-3868.0972901646714,81.560736327140475,,11094.446435156595,-4916.5169560702325,-4853.7423413149454,1049.1950801351231,147.39163367183087,,11629.693881214058,6685.5838052778054,1871.9667138254731,-39.159042276699687,,10627.398289448118,2111.006166960703,-22.376425686185961,,11833.048754860034,12.313298442429138,,False,1
2005-10-07,-0.0081207055791500116,0.021971910139728879,-0.015069070713046417,-0.010580609700512111,True,False,False,False,False,0.025423000581616201,-0.035961685497455376,-0.032306700422078283,1.5629736542701722,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.29365079365079366,1,0,0,0,-0.12824840206779264,-0.22756128639844553,-0.17457575669448389,False,False,False,,False,,,False,False,49,43.555264910825706,28,0.3522339547285725,0.064594437983790221,,,,True,False,False,29722.040569266064,1161.5593568908669,5913.1078277935212,12733.077090510291,-11640.098269031858,-10661.996630788784,165.64387926485486,197.14678917519109,,3661.5593568908666,0,619.5127166030145,737.34790216381123,-408.14444042424748,-177.23241627103212,-12.91851963348803,,8413.1078277935158,3674.5121779360238,-3910.3052507706734,-3592.2468544327735,-3868.0972901646714,81.560736327140475,,11094.446435156595,-4916.5169560702325,-4853.7423413149454,1049.1950801351231,147.39163367183087,,11629.693881214058,6685.5838052778054,1871.9667138254731,-39.159042276699687,,10627.398289448118,2111.006166960703,-22.376425686185961,,11833.048754860034,12.313298442429138,,False,1
2005-10-10,-0.026854239492944298,0.021971910139728879,-0.024510547443629349,-0.016253698092393187,True,False,False,False,False,0.025423000581616201,-0.042180663472633828,-0.040271585987820435,1.5614320278167724,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.10317460317460317,1,0,0,0,-0.20382122768011268,-0.27484083153484756,-0.3431714175487921,False,False,False,,False,,,False,False,49,43.555264910825706,28,0.3522339547285725,0.064594437983790221,,,,True,False,False,29722.040569266064,1161.5593568908669,5913.1078277935212,12733.077090510291,-11640.098269031858,-10661.996630788784,165.64387926485486,197.14678917519109,,3661.5593568908666,0,619.5127166030145,737.34790216381123,-408.14444042424748,-177.23241627103212,-12.91851963348803,,8413.1078277935158,3674.5121779360238,-3910.3052507706734,-3592.2468544327735,-3868.0972901646714,81.560736327140475,,11094.446435156595,-4916.5169560702325,-4853.7423413149454,1049.1950801351231,147.39163367183087,,11629.693881214058,6685.5838052778054,1871.9667138254731,-39.159042276699687,,10627.398289448118,2111.006166960703,-22.376425686185961,,11833.048754860034,12.313298442429138,,False,1
2005-10-11,0.0070270321689416271,0.021971910139728879,-0.025668563007992029,-0.018876933460381662,True,False,False,False,False,0.025423000581616201,-0.038216785839756851,-0.04264452824662246,1.5625845432281493,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.6428571428571429,1,0,0,0,-0.22272748234186845,-0.26953771362126439,-0.11657557103004645,False,False,False,,False,,,False,False,49,43.555264910825706,28,0.3522339547285725,0.064594437983790221,,,,True,False,False,29722.040569266064,1161.5593568908669,5913.1078277935212,12733.077090510291,-11640.098269031858,-10661.996630788784,165.64387926485486,197.14678917519109,,3661.5593568908666,0,619.5127166030145,737.34790216381123,-408.14444042424748,-177.23241627103212,-12.91851963348803,,8413.1078277935158,3674.5121779360238,-3910.3052507706734,-3592.2468544327735,-3868.0972901646714,81.560736327140475,,11094.446435156595,-4916.5169560702325,-4853.7423413149454,1049.1950801351231,147.39163367183087,,11629.693881214058,6685.5838052778054,1871.9667138254731,-39.159042276699687,,10627.398289448118,2111.006166960703,-22.376425686185961,,11833.048754860034,12.313298442429138,,False,1
2005-10-12,0.012333273368486219,0.021971910139728879,-0.034273334564101199,-0.030765150065304225,True,False,False,False,False,0.025423000581616201,-0.042284244309290786,-0.043134109192640047,1.5620457410812378,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.74603174603174605,1,0,0,0,-0.32519242314702712,-0.28472784500643611,-0.56160538127638993,False,False,False,,False,,,False,False,49,43.555264910825706,28,0.3522339547285725,0.064594437983790221,,,,True,False,False,29722.040569266064,1161.5593568908669,5913.1078277935212,12733.077090510291,-11640.098269031858,-10661.996630788784,165.64387926485486,197.14678917519109,,3661.5593568908666,0,619.5127166030145,737.34790216381123,-408.14444042424748,-177.23241627103212,-12.91851963348803,,8413.1078277935158,3674.5121779360238,-3910.3052507706734,-3592.2468544327735,-3868.0972901646714,81.560736327140475,,11094.446435156595,-4916.5169560702325,-4853.7423413149454,1049.1950801351231,147.39163367183087,,11629.693881214058,6685.5838052778054,1871.9667138254731,-39.159042276699687,,10627.398289448118,2111.006166960703,-22.376425686185961,,11833.048754860034,12.313298442429138,,False,1
2005-10-13,0.086974424521176763,0.021971910139728879,-0.0426383865316039,-0.036224594128674736,True,True,True,False,False,0.025423000581616201,-0.042388379017429534,-0.035240148674737792,1.5678382754325866,True,False,False,False,False,True,True,False,False,True,1,0,1,0,1,1,0,0,0.99999999999999978,-0.39431490330139318,-0.25876175897389109,0.26081493565452085,True,True,True,2005-10-17,False,,,False,False,49,43.555264910825706,28,0.3522339547285725,0.064594437983790221,0.012149324705492062,0.010434991972021572,0.025526984413623718,True,False,False,29722.040569266064,1161.5593568908669,5913.1078277935212,12733.077090510291,-11640.098269031858,-10661.996630788784,165.64387926485486,197.14678917519109,0.0058803915471882136,3661.5593568908666,0,619.5127166030145,737.34790216381123,-408.14444042424748,-177.23241627103212,-12.91851963348803,-0.0074831410600546718,8413.1078277935158,3674.5121779360238,-3910.3052507706734,-3592.2468544327735,-3868.0972901646714,81.560736327140475,0.0066200696078069464,11094.446435156595,-4916.5169560702325,-4853.7423413149454,1049.1950801351231,147.39163367183087,0.010266405433352558,11629.693881214058,6685.5838052778054,1871.9667138254731,-39.159042276699687,0.0055801978329114319,10627.398289448118,2111.006166960703,-22.376425686185961,0.0069264075977623239,11833.048754860034,12.313298442429138,-1.8510031959540572e-05,True,0
2005-10-14,-0.0005555686318772235,0.023368399599789647,-0.035516880229355174,-0.035478962762869659,True,False,False,False,False,0.027585132175609123,-0.039109714440034749,-0.034010153842062074,1.5720142245292663,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.42857142857142855,1,0,0,0,-0.35497921496112417,-0.24373289427365608,0.28306634245572226,False,False,False,,False,,,False,False,49,43.555264910825706,28,0.3522339547285725,0.064594437983790221,,,,True,False,False,29722.040569266064,1161.5593568908669,5913.1078277935212,12733.077090510291,-11640.098269031858,-10661.996630788784,165.64387926485486,197.14678917519109,,3661.5593568908666,0,619.5127166030145,737.34790216381123,-408.14444042424748,-177.23241627103212,-12.91851963348803,,8413.1078277935158,3674.5121779360238,-3910.3052507706734,-3592.2468544327735,-3868.0972901646714,81.560736327140475,,11094.446435156595,-4916.5169560702325,-4853.7423413149454,1049.1950801351231,147.39163367183087,,11629.693881214058,6685.5838052778054,1871.9667138254731,-39.159042276699687,,10627.398289448118,2111.006166960703,-22.376425686185961,,11833.048754860034,12.313298442429138,,False,1
2005-10-17,-0.010003872734152153,0.023368399599789647,-0.028466440261409542,-0.034883946017654766,True,False,False,False,False,0.027585132175609123,-0.03233351348977298,-0.023279653708220049,1.5732116162776948,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.19047619047619047,1,0,0,0,-0.31675193139532154,-0.18537722399331011,0.16868266497521711,False,False,False,,True,2005-10-13,-0.0010741004290023082,True,False,50,44.337488586271576,28,0.3511598542995702,0.064595591675521799,,,,True,False,False,30210.930366419732,1155.7515601064126,5883.5422886545539,13294.411705057739,-11828.344592250069,-10770.412746993523,327.82499465260611,195.48974246118868,,3655.7515601064124,0,616.41515301999937,733.66116265299218,-406.10371822212625,-176.34625418967696,-12.85392703532059,,8383.5422886545493,3656.1396170463436,-3890.7537245168201,-3574.2856201606096,-3848.7568037138481,81.152932645504777,,11676.474202980811,-5138.3811858532526,-4991.1997289670526,1206.9584395185229,145.98336273534525,,11681.223063661479,6715.9268974813467,1798.3298701737385,-38.698538436067423,,10628.609827942917,2058.2705539280082,-22.090833485053,,11828.89878024853,12.076643553794035,,False,1
2005-10-18,-0.019530584729702594,0.023368399599789647,-0.028048395620049904,-0.035368514132466666,True,False,False,False,False,0.027585132175609123,-0.034658445767147938,-0.026201013010435092,1.5717447638511657,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.13492063492063491,1,0,0,0,-0.31708454876258285,-0.20286486259194345,-0.056090328655208355,False,False,False,,False,,,False,False,50,44.337488586271576,28,0.3511598542995702,0.064595591675521799,,,,True,False,False,30210.930366419732,1155.7515601064126,5883.5422886545539,13294.411705057739,-11828.344592250069,-10770.412746993523,327.82499465260611,195.48974246118868,,3655.7515601064124,0,616.41515301999937,733.66116265299218,-406.10371822212625,-176.34625418967696,-12.85392703532059,,8383.5422886545493,3656.1396170463436,-3890.7537245168201,-3574.2856201606096,-3848.7568037138481,81.152932645504777,,11676.474202980811,-5138.3811858532526,-4991.1997289670526,1206.9584395185229,145.98336273534525,,11681.223063661479,6715.9268974813467,1798.3298701737385,-38.698538436067423,,10628.609827942917,2058.2705539280082,-22.090833485053,,11828.89878024853,12.076643553794035,,False,1
2005-10-19,0.055118086008193901,0.023368399599789647,0.0012536543131562716,-0.0023225510673544614,True,False,False,False,False,0.027585132175609123,-0.009345873821834938,0.0044153379107805257,1.5759806215763092,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.98412698412698407,1,0,0,0.8412698412698405,-0.0053444837709909487,-0.01643511970351471,0.43573826799094384,False,False,False,,False,,,False,False,50,44.337488586271576,28,0.3511598542995702,0.064595591675521799,,,,True,False,False,30210.930366419732,1155.7515601064126,5883.5422886545539,13294.411705057739,-11828.344592250069,-10770.412746993523,327.82499465260611,195.48974246118868,,3655.7515601064124,0,616.41515301999937,733.66116265299218,-406.10371822212625,-176.34625418967696,-12.85392703532059,,8383.5422886545493,3656.1396170463436,-3890.7537245168201,-3574.2856201606096,-3848.7568037138481,81.152932645504777,,11676.474202980811,-5138.3811858532526,-4991.1997289670526,1206.9584395185229,145.98336273534525,,11681.223063661479,6715.9268974813467,1798.3298701737385,-38.698538436067423,,10628.609827942917,2058.2705539280082,-22.090833485053,,11828.89878024853,12.076643553794035,,False,1
2005-10-20,0.030659231414591703,0.024612754358812605,-0.012835709848113552,0.001568153809733408,True,False,False,False,False,0.028742758114474354,-0.030245561717031189,-0.0085401181108522017,1.5823269069194794,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.9285714285714286,1,0,0,0.28571428571428581,-0.056337780191900722,-0.12928559942627799,0.62090827503659574,False,False,False,,False,,,False,False,50,44.337488586271576,28,0.3511598542995702,0.064595591675521799,,,,True,False,False,30210.930366419732,1155.7515601064126,5883.5422886545539,13294.411705057739,-11828.344592250069,-10770.412746993523,327.82499465260611,195.48974246118868,,3655.7515601064124,0,616.41515301999937,733.66116265299218,-406.10371822212625,-176.34625418967696,-12.85392703532059,,8383.5422886545493,3656.1396170463436,-3890.7537245168201,-3574.2856201606096,-3848.7568037138481,81.152932645504777,,11676.474202980811,-5138.3811858532526,-4991.1997289670526,1206.9584395185229,145.98336273534525,,11681.223063661479,6715.9268974813467,1798.3298701737385,-38.698538436067423,,10628.609827942917,2058.2705539280082,-22.090833485053,,11828.89878024853,12.076643553794035,,False,1
2005-10-21,-0.02076009253459743,0.025291500422588098,-0.012374001961058978,0.0054769393288511825,True,False,False,False,False,0.029962389562509711,-0.027256607963550783,-0.0051616197290528243,1.5860089063644409,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.1111111111111111,1,0,0,0,-0.034485313161038977,-0.10806075897534537,0.50564974447940392,False,False,False,,False,,,False,False,50,44.337488586271576,28,0.3511598542995702,0.064595591675521799,,,,True,False,False,30210.930366419732,1155.7515601064126,5883.5422886545539,13294.411705057739,-11828.344592250069,-10770.412746993523,327.82499465260611,195.48974246118868,,3655.7515601064124,0,616.41515301999937,733.66116265299218,-406.10371822212625,-176.34625418967696,-12.85392703532059,,8383.5422886545493,3656.1396170463436,-3890.7537245168201,-3574.2856201606096,-3848.7568037138481,81.152932645504777,,11676.474202980811,-5138.3811858532526,-4991.1997289670526,1206.9584395185229,145.98336273534525,,11681.223063661479,6715.9268974813467,1798.3298701737385,-38.698538436067423,,10628.609827942917,2058.2705539280082,-22.090833485053,,11828.89878024853,12.076643553794035,,False,1
2005-10-24,0.027873280193787986,0.025291500422588098,0.011467431325332011,0.027012634976263827,True,False,False,False,False,0.029962389562509711,-0.013324189137853382,0.010319881670286524,1.5904243350028993,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.90476190476190477,1,0,0,0.04761904761904745,0.19240033150797919,-0.01001435822522286,0.68917243252704763,False,False,False,,False,,,False,False,50,44.337488586271576,28,0.3511598542995702,0.064595591675521799,,,,True,False,False,30210.930366419732,1155.7515601064126,5883.5422886545539,13294.411705057739,-11828.344592250069,-10770.412746993523,327.82499465260611,195.48974246118868,,3655.7515601064124,0,616.41515301999937,733.66116265299218,-406.10371822212625,-176.34625418967696,-12.85392703532059,,8383.5422886545493,3656.1396170463436,-3890.7537245168201,-3574.2856201606096,-3848.7568037138481,81.152932645504777,,11676.474202980811,-5138.3811858532526,-4991.1997289670526,1206.9584395185229,145.98336273534525,,11681.223063661479,6715.9268974813467,1798.3298701737385,-38.698538436067423,,10628.609827942917,2058.2705539280082,-22.090833485053,,11828.89878024853,12.076643553794035,,False,1
2005-10-25,-0.0053195065459923363,0.026845390626244248,0.010892917217658393,0.02820208561510551,True,False,False,False,False,0.029962389562509711,-0.015055251322276031,0.0087927832611236489,1.5944057285785675,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.30952380952380953,1,0,0,0,0.19547501416381952,-0.020874893537174609,0.53293280681207644,False,False,False,,False,,,False,False,50,44.337488586271576,28,0.3511598542995702,0.064595591675521799,,,,True,False,False,30210.930366419732,1155.7515601064126,5883.5422886545539,13294.411705057739,-11828.344592250069,-10770.412746993523,327.82499465260611,195.48974246118868,,3655.7515601064124,0,616.41515301999937,733.66116265299218,-406.10371822212625,-176.34625418967696,-12.85392703532059,,8383.5422886545493,3656.1396170463436,-3890.7537245168201,-3574.2856201606096,-3848.7568037138481,81.152932645504777,,11676.474202980811,-5138.3811858532526,-4991.1997289670526,1206.9584395185229,145.98336273534525,,11681.223063661479,6715.9268974813467,1798.3298701737385,-38.698538436067423,,10628.609827942917,2058.2705539280082,-22.090833485053,,11828.89878024853,12.076643553794035,,False,1
2005-10-26,0.013326412472921323,0.026845390626244248,0.015914970846778065,0.035209267201064209,True,False,False,False,False,0.029962389562509711,-0.01890382283773262,0.0033608987466298146,1.6033114850521089,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.76984126984126988,1,0,0,0,0.25562119023921137,-0.051809746970342685,0.64807026967378611,False,False,False,,False,,,False,False,50,44.337488586271576,28,0.3511598542995702,0.064595591675521799,,,,True,False,False,30210.930366419732,1155.7515601064126,5883.5422886545539,13294.411705057739,-11828.344592250069,-10770.412746993523,327.82499465260611,195.48974246118868,,3655.7515601064124,0,616.41515301999937,733.66116265299218,-406.10371822212625,-176.34625418967696,-12.85392703532059,,8383.5422886545493,3656.1396170463436,-3890.7537245168201,-3574.2856201606096,-3848.7568037138481,81.152932645504777,,11676.474202980811,-5138.3811858532526,-4991.1997289670526,1206.9584395185229,145.98336273534525,,11681.223063661479,6715.9268974813467,1798.3298701737385,-38.698538436067423,,10628.609827942917,2058.2705539280082,-22.090833485053,,11828.89878024853,12.076643553794035,,False,1
2005-10-27,-0.02772386154890305,0.026845390626244248,0.0057053316344097826,0.0066169987750557269,True,False,False,False,False,0.029962389562509711,-0.037176321032713067,-0.02984729344859538,1.6079065680503846,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.063492063492063489,1,0,0,0,0.061611652047327548,-0.22341204827102817,0.31603499853007477,False,False,False,,False,,,False,False,50,44.337488586271576,28,0.3511598542995702,0.064595591675521799,,,,True,False,False,30210.930366419732,1155.7515601064126,5883.5422886545539,13294.411705057739,-11828.344592250069,-10770.412746993523,327.82499465260611,195.48974246118868,,3655.7515601064124,0,616.41515301999937,733.66116265299218,-406.10371822212625,-176.34625418967696,-12.85392703532059,,8383.5422886545493,3656.1396170463436,-3890.7537245168201,-3574.2856201606096,-3848.7568037138481,81.152932645504777,,11676.474202980811,-5138.3811858532526,-4991.1997289670526,1206.9584395185229,145.98336273534525,,11681.223063661479,6715.9268974813467,1798.3298701737385,-38.698538436067423,,10628.609827942917,2058.2705539280082,-22.090833485053,,11828.89878024853,12.076643553794035,,False,1
2005-10-28,-0.028016039354814004,0.026845390626244248,0.0095220032491429851,0.0068314141270806594,True,False,False,False,False,0.029962389562509711,-0.026333068829155537,-0.028889920123221557,1.6091937720775604,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.063492063492063489,1,0,0,0,0.081767086881118223,-0.184076629841257,0.13291402002271191,False,False,False,,False,,,False,False,50,44.337488586271576,28,0.3511598542995702,0.064595591675521799,,,,True,False,False,30210.930366419732,1155.7515601064126,5883.5422886545539,13294.411705057739,-11828.344592250069,-10770.412746993523,327.82499465260611,195.48974246118868,,3655.7515601064124,0,616.41515301999937,733.66116265299218,-406.10371822212625,-176.34625418967696,-12.85392703532059,,8383.5422886545493,3656.1396170463436,-3890.7537245168201,-3574.2856201606096,-3848.7568037138481,81.152932645504777,,11676.474202980811,-5138.3811858532526,-4991.1997289670526,1206.9584395185229,145.98336273534525,,11681.223063661479,6715.9268974813467,1798.3298701737385,-38.698538436067423,,10628.609827942917,2058.2705539280082,-22.090833485053,,11828.89878024853,12.076643553794035,,False,1
2005-10-31,0.043297055276342311,0.026845390626244248,0.0085631347740731112,0.018072585923369688,True,False,False,False,False,0.029962389562509711,-0.020147067451833034,-0.017441803206035167,1.6139086008071899,True,False,False,False,False,False,False,False,False,True,1,1,1,1,0.95238095238095233,1,0,0,0.52380952380952306,0.133178603487214,-0.12529623552622735,0.68202684346371001,False,False,False,,False,,,False,False,50,44.337488586271576,28,0.3511598542995702,0.064595591675521799,,,,True,False,False,30210.930366419732,1155.7515601064126,5883.5422886545539,13294.411705057739,-11828.344592250069,-10770.412746993523,327.82499465260611,195.48974246118868,,3655.7515601064124,0,616.41515301999937,733.66116265299218,-406.10371822212625,-176.34625418967696,-12.85392703532059,,8383.5422886545493,3656.1396170463436,-3890.7537245168201,-3574.2856201606096,-3848.7568037138481,81.152932645504777,,11676.474202980811,-5138.3811858532526,-4991.1997289670526,1206.9584395185229,145.98336273534525,,11681.223063661479,6715.9268974813467,1798.3298701737385,-38.698538436067423,,10628.609827942917,2058.2705539280082,-22.090833485053,,11828.89878024853,12.076643553794035,,False,1
